type,stock_number,date,status
Stock_His,1103,2023-08-01,OK
Stock_His,1103,2023-09-01,OK
Stock_His,1103,2023-10-01,OK
Stock_His,1103,2023-11-01,OK
Stock_His,1103,2023-12-01,OK
Stock_His,1103,2024-01-01,OK
Stock_His,1103,2024-02-01,OK
Stock_His,1103,2024-03-01,OK
Stock_His,1103,2024-04-01,OK
Stock_His,1103,2024-05-01,OK
Stock_His,1103,2024-06-01,OK
Stock_His,1103,2024-07-01,OK
Stock_His,1103,2024-08-01,OK
Stock_His,1103,2024-09-01,OK
Stock_His,1103,2024-11-01,OK
Revenue_His,1104,2023-10-01,OK
Revenue_His,1104,2023-11-01,OK
Revenue_His,1104,2024-02-01,OK
Revenue_His,1104,2024-06-01,OK
Stock_His,1104,2015-01-01,OK
Stock_His,1104,2015-02-01,OK
Stock_His,1104,2015-03-01,OK
Stock_His,1104,2024-11-01,OK
Stock_His,1108,2024-11-01,OK
Stock_His,1109,2024-11-01,OK
Stock_His,1110,2024-11-01,OK
Stock_His,1201,2024-11-01,OK
Stock_His,1203,2024-11-01,OK
Stock_His,1210,2024-11-01,OK
Stock_His,1213,2024-11-01,OK
Stock_His,1215,2024-11-01,OK
Stock_His,1216,2024-11-01,OK
Stock_His,1217,2024-11-01,OK
Stock_His,1218,2024-11-01,OK
Stock_His,1219,2024-11-01,OK
Stock_His,1220,2024-11-01,OK
Stock_His,1225,2024-11-01,OK
Stock_His,1227,2024-11-01,OK
Stock_His,1229,2024-11-01,OK
Stock_His,1231,2024-11-01,OK
Stock_His,1232,2024-11-01,OK
Stock_His,1233,2024-11-01,OK
Stock_His,1234,2024-11-01,OK
Stock_His,1235,2024-11-01,OK
Stock_His,1236,2024-11-01,OK
Stock_His,1240,2024-11-01,OK
Stock_His,1256,2024-11-01,OK
Stock_His,1259,2024-11-01,OK
Stock_His,1264,2024-11-01,OK
Stock_His,1268,2024-11-01,OK
Stock_His,1294,2024-11-01,OK
Stock_His,1301,2024-11-01,OK
Stock_His,1303,2024-11-01,OK
Stock_His,1304,2024-11-01,OK
Stock_His,1305,2024-11-01,OK
Stock_His,1307,2024-11-01,OK
Stock_His,1308,2024-11-01,OK
Stock_His,1309,2024-11-01,OK
Stock_His,1310,2024-11-01,OK
Stock_His,1312,2024-11-01,OK
Stock_His,1313,2024-11-01,OK
Stock_His,1314,2024-11-01,OK
Stock_His,1315,2024-11-01,OK
Stock_His,1316,2024-11-01,OK
Stock_His,1319,2024-11-01,OK
Stock_His,1321,2024-11-01,OK
Stock_His,1323,2024-11-01,OK
Stock_His,1324,2024-11-01,OK
Stock_His,1325,2024-11-01,OK
Stock_His,1326,2024-11-01,OK
Stock_His,1336,2024-11-01,OK
Stock_His,1337,2024-11-01,OK
Stock_His,1338,2024-11-01,OK
Stock_His,1339,2024-11-01,OK
Stock_His,1340,2024-11-01,OK
Stock_His,1341,2024-11-01,OK
Stock_His,1342,2024-11-01,OK
Stock_His,1402,2024-11-01,OK
Stock_His,1409,2024-11-01,OK
Stock_His,1410,2024-11-01,OK
Stock_His,1413,2024-11-01,OK
Stock_His,1417,2024-11-01,OK
Stock_His,1418,2024-11-01,OK
Stock_His,1419,2024-11-01,OK
Stock_His,1423,2024-11-01,OK
Stock_His,1432,2024-11-01,OK
Stock_His,1434,2024-11-01,OK
Stock_His,1435,2024-11-01,OK
Stock_His,1436,2024-11-01,OK
Stock_His,1437,2024-11-01,OK
Stock_His,1438,2024-11-01,OK
Stock_His,1439,2024-11-01,OK
Stock_His,1440,2024-11-01,OK
Stock_His,1441,2024-11-01,OK
Stock_His,1442,2024-11-01,OK
Stock_His,1443,2024-11-01,OK
Stock_His,1444,2024-11-01,OK
Stock_His,1445,2024-11-01,OK
Stock_His,1446,2024-11-01,OK
Stock_His,1447,2024-11-01,OK
Stock_His,1449,2024-11-01,OK
Stock_His,1451,2024-11-01,OK
Stock_His,1452,2024-11-01,OK
Stock_His,1453,2024-11-01,OK
Stock_His,1454,2024-11-01,OK
Stock_His,1455,2024-11-01,OK
Stock_His,1456,2024-11-01,OK
Stock_His,1457,2024-11-01,OK
Stock_His,1459,2024-11-01,OK
Stock_His,1460,2024-11-01,OK
Stock_His,1463,2024-11-01,OK
Stock_His,1464,2024-11-01,OK
Stock_His,1465,2024-11-01,OK
Stock_His,1466,2024-11-01,OK
Stock_His,1467,2024-11-01,OK
Stock_His,1468,2024-11-01,OK
Stock_His,1470,2024-11-01,OK
Stock_His,1471,2024-11-01,OK
Stock_His,1472,2024-11-01,OK
Stock_His,1473,2024-11-01,OK
Stock_His,1474,2024-11-01,OK
Stock_His,1475,2024-11-01,OK
Stock_His,1476,2024-11-01,OK
Stock_His,1477,2024-11-01,OK
Stock_His,1503,2024-11-01,OK
Stock_His,1504,2024-11-01,OK
Stock_His,1506,2024-11-01,OK
Stock_His,1512,2024-11-01,OK
Stock_His,1513,2024-11-01,OK
Stock_His,1514,2024-11-01,OK
Stock_His,1515,2024-11-01,OK
Stock_His,1516,2024-11-01,OK
Stock_His,1517,2024-11-01,OK
Stock_His,1519,2024-11-01,OK
Stock_His,1521,2024-11-01,OK
Stock_His,1522,2024-11-01,OK
Stock_His,1524,2024-11-01,OK
Stock_His,1525,2024-11-01,OK
Stock_His,1526,2024-11-01,OK
Stock_His,1527,2024-11-01,OK
Stock_His,1528,2024-11-01,OK
Stock_His,1529,2024-11-01,OK
Stock_His,1530,2024-11-01,OK
Stock_His,1531,2024-11-01,OK
Stock_His,1532,2024-11-01,OK
Stock_His,1533,2024-11-01,OK
Stock_His,1535,2024-11-01,OK
Stock_His,1536,2024-11-01,OK
Stock_His,1537,2024-11-01,OK
Stock_His,1538,2024-11-01,OK
Stock_His,1539,2024-11-01,OK
Stock_His,1540,2024-11-01,OK
Stock_His,1541,2024-11-01,OK
Stock_His,1558,2024-11-01,OK
Stock_His,1560,2024-11-01,OK
Stock_His,1563,2024-11-01,OK
Stock_His,1565,2024-11-01,OK
Stock_His,1568,2024-11-01,OK
Stock_His,1569,2024-11-01,OK
Stock_His,1570,2024-11-01,OK
Stock_His,1580,2024-11-01,OK
Stock_His,1582,2024-11-01,OK
Stock_His,1583,2024-11-01,OK
Stock_His,1584,2024-11-01,OK
Stock_His,1586,2024-11-01,OK
Stock_His,1587,2024-11-01,OK
Stock_His,1589,2024-11-01,OK
Stock_His,1590,2024-11-01,OK
Stock_His,1591,2024-11-01,OK
Stock_His,1593,2024-11-01,OK
Stock_His,1595,2024-11-01,OK
Stock_His,1597,2024-11-01,OK
Stock_His,1598,2024-11-01,OK
Stock_His,1599,2024-11-01,OK
Stock_His,1603,2024-11-01,OK
Stock_His,1604,2024-11-01,OK
Stock_His,1605,2024-11-01,OK
Stock_His,1608,2024-11-01,OK
Stock_His,1609,2024-11-01,OK
Stock_His,1611,2024-11-01,OK
Stock_His,1612,2024-11-01,OK
Stock_His,1614,2024-11-01,OK
Stock_His,1615,2024-11-01,OK
Stock_His,1616,2024-11-01,OK
Stock_His,1617,2024-11-01,OK
Stock_His,1618,2024-11-01,OK
Stock_His,1626,2024-11-01,OK
Stock_His,1702,2024-11-01,OK
Stock_His,1707,2024-11-01,OK
Stock_His,1708,2024-11-01,OK
Stock_His,1709,2024-11-01,OK
Stock_His,1710,2024-11-01,OK
Stock_His,1711,2024-11-01,OK
Stock_His,1712,2024-11-01,OK
Stock_His,1713,2024-11-01,OK
Stock_His,1714,2024-11-01,OK
Stock_His,1717,2024-11-01,OK
Stock_His,1718,2024-11-01,OK
Stock_His,1720,2024-11-01,OK
Stock_His,1721,2024-11-01,OK
Stock_His,1722,2024-11-01,OK
Stock_His,1723,2024-11-01,OK
Stock_His,1725,2024-11-01,OK
Stock_His,1726,2024-11-01,OK
Stock_His,1727,2024-11-01,OK
Stock_His,1730,2024-11-01,OK
Stock_His,1731,2024-11-01,OK
Stock_His,1732,2024-11-01,OK
Stock_His,1733,2024-11-01,OK
Stock_His,1734,2024-11-01,OK
Stock_His,1735,2024-11-01,OK
Stock_His,1736,2024-11-01,OK
Stock_His,1737,2024-11-01,OK
Stock_His,1742,2024-11-01,OK
Stock_His,1752,2024-11-01,OK
Stock_His,1760,2024-11-01,OK
Stock_His,1762,2024-11-01,OK
Stock_His,1773,2024-11-01,OK
Stock_His,1776,2024-11-01,OK
Stock_His,1777,2024-11-01,OK
Stock_His,1781,2024-11-01,OK
Stock_His,1783,2024-11-01,OK
Stock_His,1784,2024-11-01,OK
Stock_His,1785,2024-11-01,OK
Stock_His,1786,2024-11-01,OK
Stock_His,1788,2024-11-01,OK
Stock_His,1789,2024-11-01,OK
Stock_His,1795,2024-11-01,OK
Stock_His,1796,2024-11-01,OK
Stock_His,1799,2024-11-01,OK
Stock_His,1802,2024-11-01,OK
Stock_His,1805,2024-11-01,OK
Stock_His,1806,2024-11-01,OK
Stock_His,1808,2024-11-01,OK
Stock_His,1809,2024-11-01,OK
Stock_His,1810,2024-11-01,OK
Stock_His,1813,2024-11-01,OK
Stock_His,1815,2024-11-01,OK
Stock_His,1817,2024-11-01,OK
Stock_His,1903,2024-11-01,OK
Stock_His,1904,2024-11-01,OK
Stock_His,1905,2024-11-01,OK
Stock_His,1906,2024-11-01,OK
Stock_His,1907,2024-11-01,OK
Stock_His,1909,2024-11-01,OK
Stock_His,2002,2024-11-01,OK
Stock_His,2006,2024-11-01,OK
Stock_His,2007,2024-11-01,OK
Stock_His,2008,2024-11-01,OK
Stock_His,2009,2024-11-01,OK
Stock_His,2010,2024-11-01,OK
Stock_His,2012,2024-11-01,OK
Stock_His,2013,2024-11-01,OK
Stock_His,2014,2024-11-01,OK
Stock_His,2017,2024-11-01,OK
Stock_His,2020,2024-11-01,OK
Stock_His,2022,2024-11-01,OK
Stock_His,2023,2024-11-01,OK
Stock_His,2024,2024-11-01,OK
Stock_His,2025,2024-11-01,OK
Stock_His,2027,2024-11-01,OK
Stock_His,2028,2024-11-01,OK
Stock_His,2029,2024-11-01,OK
Stock_His,2030,2024-11-01,OK
Stock_His,2031,2024-11-01,OK
Stock_His,2032,2024-11-01,OK
Stock_His,2033,2024-11-01,OK
Stock_His,2034,2024-11-01,OK
Stock_His,2035,2024-11-01,OK
Stock_His,2038,2024-11-01,OK
Stock_His,2049,2024-11-01,OK
Stock_His,2059,2024-11-01,OK
Stock_His,2061,2024-11-01,OK
Stock_His,2062,2024-11-01,OK
Stock_His,2063,2024-11-01,OK
Stock_His,2064,2024-11-01,OK
Stock_His,2065,2024-11-01,OK
Stock_His,2066,2024-11-01,OK
Stock_His,2067,2024-11-01,OK
Stock_His,2069,2024-11-01,OK
Stock_His,2070,2024-11-01,OK
Stock_His,2073,2024-11-01,OK
Stock_His,2101,2024-11-01,OK
Stock_His,2102,2024-11-01,OK
Stock_His,2103,2024-11-01,OK
Stock_His,2104,2024-11-01,OK
Stock_His,2105,2024-11-01,OK
Stock_His,2106,2024-11-01,OK
Stock_His,2107,2024-11-01,OK
Stock_His,2108,2024-11-01,OK
Stock_His,2109,2024-11-01,OK
Stock_His,2114,2024-11-01,OK
Stock_His,2115,2024-11-01,OK
Stock_His,2201,2024-11-01,OK
Stock_His,2204,2024-11-01,OK
Stock_His,2206,2024-11-01,OK
Stock_His,2207,2024-11-01,OK
Stock_His,2208,2024-11-01,OK
Stock_His,2211,2024-11-01,OK
Stock_His,2221,2024-11-01,OK
Stock_His,2227,2024-11-01,OK
Stock_His,2228,2024-11-01,OK
Stock_His,2230,2024-11-01,OK
Stock_His,2231,2024-11-01,OK
Stock_His,2233,2024-11-01,OK
Stock_His,2235,2024-11-01,OK
Stock_His,2236,2024-11-01,OK
Stock_His,2239,2024-11-01,OK
Stock_His,2241,2024-11-01,OK
Stock_His,2243,2024-11-01,OK
Stock_His,2247,2024-11-01,OK
Stock_His,2250,2024-11-01,OK
Stock_His,2254,2024-11-01,OK
Stock_His,2258,2024-11-01,OK
Stock_His,2301,2024-11-01,OK
Stock_His,2302,2024-11-01,OK
Stock_His,2303,2024-11-01,OK
Stock_His,2305,2024-11-01,OK
Stock_His,2308,2024-11-01,OK
Stock_His,2312,2024-11-01,OK
Stock_His,2313,2024-11-01,OK
Stock_His,2314,2024-11-01,OK
Stock_His,2316,2024-11-01,OK
Stock_His,2317,2024-11-01,OK
Stock_His,2321,2024-11-01,OK
Stock_His,2323,2024-11-01,OK
Stock_His,2324,2024-11-01,OK
Stock_His,2327,2024-11-01,OK
Stock_His,2328,2024-11-01,OK
Stock_His,2329,2024-11-01,OK
Stock_His,2330,2024-11-01,OK
Stock_His,2331,2024-11-01,OK
Stock_His,2332,2024-11-01,OK
Stock_His,2337,2024-11-01,OK
Stock_His,2338,2024-11-01,OK
Stock_His,2340,2024-11-01,OK
Stock_His,2342,2024-11-01,OK
Stock_His,2344,2024-11-01,OK
Stock_His,2345,2024-11-01,OK
Stock_His,2347,2024-11-01,OK
Stock_His,2348,2024-11-01,OK
Stock_His,2349,2024-11-01,OK
Stock_His,2351,2024-11-01,OK
Stock_His,2352,2024-11-01,OK
Stock_His,2353,2024-11-01,OK
Stock_His,2354,2024-11-01,OK
Stock_His,2355,2024-11-01,OK
Stock_His,2356,2024-11-01,OK
Stock_His,2357,2024-11-01,OK
Stock_His,2358,2024-11-01,很抱歉，沒有符合條件的資料!
Stock_His,2359,2024-11-01,OK
Stock_His,2360,2024-11-01,OK
Stock_His,2362,2024-11-01,OK
Stock_His,2363,2024-11-01,OK
Stock_His,2364,2024-11-01,OK
Stock_His,2365,2024-11-01,OK
Stock_His,2367,2024-11-01,OK
Stock_His,2368,2024-11-01,OK
Stock_His,2369,2024-11-01,OK
Stock_His,2371,2024-11-01,OK
Stock_His,2373,2024-11-01,OK
Stock_His,2374,2024-11-01,OK
Stock_His,2375,2024-11-01,OK
Stock_His,2376,2024-11-01,OK
Stock_His,2377,2024-11-01,OK
Stock_His,2379,2024-11-01,OK
Stock_His,2380,2024-11-01,OK
Stock_His,2382,2024-11-01,OK
Stock_His,2383,2024-11-01,OK
Stock_His,2385,2024-11-01,OK
Stock_His,2387,2024-11-01,OK
Stock_His,2388,2024-11-01,OK
Stock_His,2390,2024-11-01,OK
Stock_His,2392,2024-11-01,OK
Stock_His,2393,2024-11-01,OK
Stock_His,2395,2024-11-01,OK
Stock_His,2397,2024-11-01,OK
Stock_His,2399,2024-11-01,OK
Stock_His,2401,2024-11-01,OK
Stock_His,2402,2024-11-01,OK
Stock_His,2404,2024-11-01,OK
Stock_His,2405,2024-11-01,OK
Stock_His,2406,2024-11-01,OK
Stock_His,2408,2024-11-01,OK
Stock_His,2409,2024-11-01,OK
Stock_His,2412,2024-11-01,OK
Stock_His,2413,2024-11-01,OK
Stock_His,2414,2024-11-01,OK
Stock_His,2415,2024-11-01,OK
Stock_His,2417,2024-11-01,OK
Stock_His,2419,2024-11-01,OK
Stock_His,2420,2024-11-01,OK
Stock_His,2421,2024-11-01,OK
Stock_His,2423,2024-11-01,OK
Stock_His,2424,2024-11-01,OK
Stock_His,2425,2024-11-01,OK
Stock_His,2426,2024-11-01,OK
Stock_His,2427,2024-11-01,OK
Stock_His,2428,2024-11-01,OK
Stock_His,2429,2024-11-01,OK
Stock_His,2430,2024-11-01,OK
Stock_His,2431,2024-11-01,OK
Stock_His,2432,2024-11-01,OK
Stock_His,2433,2024-11-01,OK
Stock_His,2434,2024-11-01,OK
Stock_His,2436,2024-11-01,OK
Stock_His,2438,2024-11-01,OK
Stock_His,2439,2024-11-01,OK
Stock_His,2440,2024-11-01,OK
Stock_His,2441,2024-11-01,OK
Stock_His,2442,2024-11-01,OK
Stock_His,2443,2024-11-01,很抱歉，沒有符合條件的資料!
Stock_His,2444,2024-11-01,OK
Stock_His,2449,2024-11-01,OK
Stock_His,2450,2024-11-01,OK
Stock_His,2451,2024-11-01,OK
Stock_His,2453,2024-11-01,OK
Stock_His,2454,2024-11-01,OK
Stock_His,2455,2024-11-01,OK
Stock_His,2457,2024-11-01,OK
Stock_His,2458,2024-11-01,OK
Stock_His,2459,2024-11-01,OK
Stock_His,2460,2024-11-01,OK
Stock_His,2461,2024-11-01,OK
Stock_His,2462,2024-11-01,OK
Stock_His,2464,2024-11-01,OK
Stock_His,2465,2024-11-01,OK
Stock_His,2466,2024-11-01,OK
Stock_His,2467,2024-11-01,OK
Stock_His,2468,2024-11-01,OK
Stock_His,2471,2024-11-01,OK
Stock_His,2472,2024-11-01,OK
Stock_His,2474,2024-11-01,OK
Stock_His,2476,2024-11-01,OK
Stock_His,2477,2024-11-01,OK
Stock_His,2478,2024-11-01,OK
Stock_His,2480,2024-11-01,OK
Stock_His,2481,2024-11-01,OK
Stock_His,2482,2024-11-01,OK
Stock_His,2483,2024-11-01,OK
Stock_His,2484,2024-11-01,OK
Stock_His,2485,2024-11-01,OK
Stock_His,2486,2024-11-01,OK
Stock_His,2488,2024-11-01,OK
Stock_His,2489,2024-11-01,OK
Stock_His,2491,2024-11-01,OK
Stock_His,2492,2024-11-01,OK
Stock_His,2493,2024-11-01,OK
Stock_His,2495,2024-11-01,OK
Stock_His,2496,2024-11-01,OK
Stock_His,2497,2024-11-01,OK
Stock_His,2498,2024-11-01,OK
Stock_His,2501,2024-11-01,OK
Stock_His,2504,2024-11-01,OK
Stock_His,2505,2024-11-01,OK
Stock_His,2506,2024-11-01,OK
Stock_His,2509,2024-11-01,OK
Stock_His,2511,2024-11-01,OK
Stock_His,2514,2024-11-01,OK
Stock_His,2515,2024-11-01,OK
Stock_His,2516,2024-11-01,OK
Stock_His,2520,2024-11-01,OK
Stock_His,2524,2024-11-01,OK
Stock_His,2527,2024-11-01,OK
Stock_His,2528,2024-11-01,OK
Stock_His,2530,2024-11-01,OK
Stock_His,2534,2024-11-01,OK
Stock_His,2535,2024-11-01,OK
Stock_His,2536,2024-11-01,OK
Stock_His,2537,2024-11-01,OK
Stock_His,2538,2024-11-01,OK
Stock_His,2539,2024-11-01,OK
Stock_His,2540,2024-11-01,OK
Stock_His,2542,2024-11-01,OK
Stock_His,2543,2024-11-01,OK
Stock_His,2545,2024-11-01,OK
Stock_His,2546,2024-11-01,OK
Stock_His,2547,2024-11-01,OK
Stock_His,2548,2024-11-01,OK
Stock_His,2596,2024-11-01,OK
Stock_His,2597,2024-11-01,OK
